member_no,lastname,firstname,middleinitial,street,city,state_prov,country,mail_code,phone_no,issue_dt,expr_dt,corp_no,prev_balance,curr_balance,member_code
6517,QUINT,FSGLFGKXFXMKBL, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.050,2000-12-10 10:42:54.050,NULL,0.00,0.00,  
6518,RYAN,TQLDCVK, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.050,2000-12-10 10:42:54.050,NULL,0.00,0.00,  
6519,STEIN,CPBCBWEHRORWVX, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.060,2000-12-10 10:42:54.060,NULL,0.00,0.00,  
6520,TOLSKY,SZESUODBV, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.060,2000-12-10 10:42:54.060,NULL,0.00,0.00,  
6521,UNAKLET,YGGYSXUFPPLWDV, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.070,2000-12-10 10:42:54.070,NULL,0.00,0.00,  
6522,VANN,JQPDE, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.070,2000-12-10 10:42:54.070,300,0.00,0.00,  
6523,WOLFMULE,PPTDPAGIVKWRCI, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.080,2000-12-10 10:42:54.080,NULL,0.00,0.00,  
6524,XAVIER,XXXGLGHCDLRQND, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.080,2000-12-10 10:42:54.080,NULL,0.00,0.00,  
6525,YEONG,FUHVEXSFOHQBIU, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.090,2000-12-10 10:42:54.090,NULL,0.00,0.00,  
6526,ZUCKER,OFJNBJVUMLGVNL, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.090,2000-12-10 10:42:54.090,NULL,0.00,0.00,  
6527,ANDERSON,SKRYSNVMMVNMFG, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.270,2000-12-10 10:42:54.270,NULL,0.00,0.00,  
6528,BARR,FUTWVBB, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.270,2000-12-10 10:42:54.270,NULL,0.00,0.00,  
6529,CHEN,IPURF, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.280,2000-12-10 10:42:54.280,140,0.00,0.00,  
6530,DORR,QPRXJVDYCUURVR, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.280,2000-12-10 10:42:54.280,447,0.00,0.00,  
6531,EFLIN,IWYXNKFP, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.290,2000-12-10 10:42:54.290,NULL,0.00,0.00,  
6532,FLORINI,JPQDCEXJIJDAPJ, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.290,2000-12-10 10:42:54.290,133,0.00,0.00,  
6533,GOHAN,DMHUKYYLCOQBUC, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.300,2000-12-10 10:42:54.300,NULL,0.00,0.00,  
6534,HAHN,JXBYWGPVSLWPYN, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.300,2000-12-10 10:42:54.300,NULL,0.00,0.00,  
6535,INFANTE,COSHGKYQWTSOKY, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.310,2000-12-10 10:42:54.310,NULL,0.00,0.00,  
6536,JONES,JGMVHHLSLXNEVE, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.310,2000-12-10 10:42:54.310,NULL,0.00,0.00,  
6537,KAHRMANN,DXOG, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.320,2000-12-10 10:42:54.320,444,0.00,0.00,  
6538,LING,SHHTHUHDXAFCPF, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.320,2000-12-10 10:42:54.320,NULL,0.00,0.00,  
6539,MAKAI,CRSSRJIVSDEUWA, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.330,2000-12-10 10:42:54.330,NULL,0.00,0.00,  
6540,NELSON,UXCGXIXJP, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.330,2000-12-10 10:42:54.330,NULL,0.00,0.00,  
6541,OLPHANT,HVCBVBMBZWTCSL, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.340,2000-12-10 10:42:54.340,266,0.00,0.00,  
6542,PAYNTER,QYYYAEIEYSMNMA, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.340,2000-12-10 10:42:54.340,NULL,0.00,0.00,  
6543,QUINT,EQKKTNBKHTOIYS, , , ,  ,  ,          , ,1999-10-13 10:42:54.350,2000-12-10 10:42:54.350,NULL,0.00,0.00,  
6544,RYAN,GSAVDNTMXYWMXP, , , ,  ,  ,          , ,1999-10-13 10:42:54.350,2000-12-10 10:42:54.350,NULL,0.00,0.00,  
6545,STEIN,DBKXBXSJRIPH, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.360,2000-12-10 10:42:54.360,437,0.00,0.00,  
6546,TOLSKY,VKMNWAO, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.360,2000-12-10 10:42:54.360,NULL,0.00,0.00,  
6547,UNAKLET,IPKAPPLGNVHVMR, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.370,2000-12-10 10:42:54.370,NULL,0.00,0.00,  
6548,VANN,CNBVOEPLNTY, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.370,2000-12-10 10:42:54.370,NULL,0.00,0.00,  
6549,WOLFMULE,EZHFKTSTIUKSAJ, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.380,2000-12-10 10:42:54.380,NULL,0.00,0.00,  
6550,XAVIER,JEYMWISJEZVPUI, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.380,2000-12-10 10:42:54.380,NULL,0.00,0.00,  
6551,YEONG,YPOTDTQSTFHOIW, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.390,2000-12-10 10:42:54.390,NULL,0.00,0.00,  
6552,ZUCKER,WIHELCV, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.390,2000-12-10 10:42:54.390,NULL,0.00,0.00,  
6553,ANDERSON,BEXDBDIXTTSYRT, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.580,2000-12-10 10:42:54.580,NULL,0.00,0.00,  
6554,BARR,TEFIHJSOLR, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.580,2000-12-10 10:42:54.580,NULL,0.00,0.00,  
6555,CHEN,GFLCUMJLVTTT, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.590,2000-12-10 10:42:54.590,NULL,0.00,0.00,  
6556,DORR,NVZFASDOF, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.590,2000-12-10 10:42:54.590,NULL,0.00,0.00,  
6557,EFLIN,WUTN, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.600,2000-12-10 10:42:54.600,NULL,0.00,0.00,  
6558,FLORINI,QCO, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.600,2000-12-10 10:42:54.600,195,0.00,0.00,  
6559,GOHAN,ZGRNSCYQQXYPTM, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.600,2000-12-10 10:42:54.600,NULL,0.00,0.00,  
6560,HAHN,JWYDCDJKRETMTH, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.610,2000-12-10 10:42:54.610,NULL,0.00,0.00,  
6561,INFANTE,RVZDRVLWRE, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.610,2000-12-10 10:42:54.610,NULL,0.00,0.00,  
6562,JONES,UPEVLE, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.620,2000-12-10 10:42:54.620,NULL,0.00,0.00,  
6563,KAHRMANN,QCTEQRSBWMG, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.620,2000-12-10 10:42:54.620,NULL,0.00,0.00,  
6564,LING,EVICQDVFTQDHEG, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.630,2000-12-10 10:42:54.630,NULL,0.00,0.00,  
6565,MAKAI,UJSPLPPDTVCNVG, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.630,2000-12-10 10:42:54.630,NULL,0.00,0.00,  
6566,NELSON,UWKF, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.640,2000-12-10 10:42:54.640,NULL,0.00,0.00,  
6567,OLPHANT,VNRKHTIXORX, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.640,2000-12-10 10:42:54.640,NULL,0.00,0.00,  
6568,PAYNTER,ELTKMUCDPESLJB, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.650,2000-12-10 10:42:54.650,NULL,0.00,0.00,  
6569,QUINT,WNHUIVZW, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.650,2000-12-10 10:42:54.650,459,0.00,0.00,  
6570,RYAN,FXCTCY, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.660,2000-12-10 10:42:54.660,NULL,0.00,0.00,  
6571,STEIN,TLCNBFIRHOTRLF, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.660,2000-12-10 10:42:54.660,NULL,0.00,0.00,  
6572,TOLSKY,OBBNFIEXOCJWQR, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.670,2000-12-10 10:42:54.670,NULL,0.00,0.00,  
6573,UNAKLET,XJLUKUIDONNFUM, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.670,2000-12-10 10:42:54.670,NULL,0.00,0.00,  
6574,VANN,HCUGCVACX, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.680,2000-12-10 10:42:54.680,NULL,0.00,0.00,  
6575,WOLFMULE,EMPGUMVSFBNMUB, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.680,2000-12-10 10:42:54.680,NULL,0.00,0.00,  
6576,XAVIER,PXLCQSDVCPDGWY, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.690,2000-12-10 10:42:54.690,NULL,0.00,0.00,  
6577,YEONG,PSPOUHDUM, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.690,2000-12-10 10:42:54.690,NULL,0.00,0.00,  
6578,ZUCKER,WTDDQBYCIRX, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.700,2000-12-10 10:42:54.700,NULL,0.00,0.00,  
6579,ANDERSON,DBKPAVYY, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.903,2000-12-10 10:42:54.903,NULL,0.00,0.00,  
6580,BARR,IWGNYVEHYBPSDY, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.903,2000-12-10 10:42:54.903,NULL,0.00,0.00,  
6581,CHEN,USTRWW, , , ,  ,  ,          , ,1999-10-13 10:42:54.913,2000-12-10 10:42:54.913,NULL,0.00,0.00,  
6582,DORR,EYTMMWNOQDWJLE, , , ,  ,  ,          , ,1999-10-13 10:42:54.913,2000-12-10 10:42:54.913,NULL,0.00,0.00,  
6583,EFLIN,RMYCVPVXI, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.923,2000-12-10 10:42:54.923,NULL,0.00,0.00,  
6584,FLORINI,CMPIQFLYMA, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.923,2000-12-10 10:42:54.923,NULL,0.00,0.00,  
6585,GOHAN,DFWUZZNLXTGDHI, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.933,2000-12-10 10:42:54.933,NULL,0.00,0.00,  
6586,HAHN,UVGSYUREMEKHLD, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.933,2000-12-10 10:42:54.933,NULL,0.00,0.00,  
6587,INFANTE,RJSMCSTMBD, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.943,2000-12-10 10:42:54.943,360,0.00,0.00,  
6588,JONES,YXDJVDVFQJHNOZ, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.943,2000-12-10 10:42:54.943,NULL,0.00,0.00,  
6589,KAHRMANN,ZZXWAQYMJGL, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.953,2000-12-10 10:42:54.953,NULL,0.00,0.00,  
6590,LING,BSKXL, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.953,2000-12-10 10:42:54.953,NULL,0.00,0.00,  
6591,MAKAI,HYMSKVNZAFOROD, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.963,2000-12-10 10:42:54.963,NULL,0.00,0.00,  
6592,NELSON,KRXSCBTY, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.963,2000-12-10 10:42:54.963,NULL,0.00,0.00,  
6593,OLPHANT,WZZBVLILHBKEGH, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.973,2000-12-10 10:42:54.973,NULL,0.00,0.00,  
6594,PAYNTER,UVKXIXOIW, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.973,2000-12-10 10:42:54.973,NULL,0.00,0.00,  
6595,QUINT,JLFLSJTPFSFEZV, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.983,2000-12-10 10:42:54.983,NULL,0.00,0.00,  
6596,RYAN,KSKMXOKTQ, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.983,2000-12-10 10:42:54.983,NULL,0.00,0.00,  
6597,STEIN,BNPADRFGFWPGWT, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.993,2000-12-10 10:42:54.993,NULL,0.00,0.00,  
6598,TOLSKY,UWOCIT, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.993,2000-12-10 10:42:54.993,NULL,0.00,0.00,  
6599,UNAKLET,RUWEXDUMBXYGOM, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.003,2000-12-10 10:42:55.003,NULL,0.00,0.00,  
6600,VANN,NGLRGBUIXZRJFJ, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.003,2000-12-10 10:42:55.003,441,0.00,0.00,  
6601,WOLFMULE,HFCYCKKTIFLNXN, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.013,2000-12-10 10:42:55.013,NULL,0.00,0.00,  
6602,XAVIER,DELBHJGDHBMRQM, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.013,2000-12-10 10:42:55.013,NULL,0.00,0.00,  
6603,YEONG,MQOTUHHMCYYOUE, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.023,2000-12-10 10:42:55.023,NULL,0.00,0.00,  
6604,ZUCKER,WXSLFSBCUTOD, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.023,2000-12-10 10:42:55.023,NULL,0.00,0.00,  
6605,ANDERSON,GWJBQVIYYIOJVC, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.223,2000-12-10 10:42:55.223,355,0.00,0.00,  
6606,BARR,JPBTIEH, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.233,2000-12-10 10:42:55.233,NULL,0.00,0.00,  
6607,CHEN,LIBTNOJ, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.233,2000-12-10 10:42:55.233,NULL,0.00,0.00,  
6608,DORR,DOHBBZUQMEK, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.243,2000-12-10 10:42:55.243,NULL,0.00,0.00,  
6609,EFLIN,UUKMYJOKWRHLCH, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.243,2000-12-10 10:42:55.243,NULL,0.00,0.00,  
6610,FLORINI,EYEAE, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.243,2000-12-10 10:42:55.243,NULL,0.00,0.00,  
6611,GOHAN,MEEYKIHNCRGESJ, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.253,2000-12-10 10:42:55.253,NULL,0.00,0.00,  
6612,HAHN,JIOJUOIVQENXLE, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.263,2000-12-10 10:42:55.263,346,0.00,0.00,  
6613,INFANTE,SBXEOSHGFXJBSY, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.263,2000-12-10 10:42:55.263,NULL,0.00,0.00,  
6614,JONES,ANPMJXTQRGGDWS, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.273,2000-12-10 10:42:55.273,NULL,0.00,0.00,  
6615,KAHRMANN,SVGKHKOOBGWPVJ, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.273,2000-12-10 10:42:55.273,NULL,0.00,0.00,  
6616,LING,RBSXP, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.273,2000-12-10 10:42:55.273,NULL,0.00,0.00,  
6617,MAKAI,UHACXMD, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.283,2000-12-10 10:42:55.283,NULL,0.00,0.00,  
6618,NELSON,NGMNDYSSRFLPX, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.283,2000-12-10 10:42:55.283,NULL,0.00,0.00,  
6619,OLPHANT,XBATROSSP, , , ,  ,  ,          , ,1999-10-13 10:42:55.293,2000-12-10 10:42:55.293,NULL,0.00,0.00,  
6620,PAYNTER,RGWPLPNJJWPW, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.293,2000-12-10 10:42:55.293,NULL,0.00,0.00,  
6621,QUINT,HXU, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.303,2000-12-10 10:42:55.303,NULL,0.00,0.00,  
6622,RYAN,CPJWFBZULPEHH, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.303,2000-12-10 10:42:55.303,NULL,0.00,0.00,  
6623,STEIN,ITZHJTDHOVNUWG, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.313,2000-12-10 10:42:55.313,NULL,0.00,0.00,  
6624,TOLSKY,FCZ, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.313,2000-12-10 10:42:55.313,NULL,0.00,0.00,  
6625,UNAKLET,FOVCWQIRT, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.313,2000-12-10 10:42:55.313,NULL,0.00,0.00,  
6626,VANN,VGVFTYGBOMNCRW, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.323,2000-12-10 10:42:55.323,471,0.00,0.00,  
6627,WOLFMULE,WMFB, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.323,2000-12-10 10:42:55.323,NULL,0.00,0.00,  
6628,XAVIER,KPZJBSUOGRXLWE, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.333,2000-12-10 10:42:55.333,NULL,0.00,0.00,  
6629,YEONG,QIENVJEJCIWYWZ, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.343,2000-12-10 10:42:55.343,NULL,0.00,0.00,  
6630,ZUCKER,JEFKCFGLBG, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.343,2000-12-10 10:42:55.343,NULL,0.00,0.00,  
6631,ANDERSON,SQTGIJT, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.543,2000-12-10 10:42:55.543,NULL,0.00,0.00,  
6632,BARR,DUPGCVPXECGLKW, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.553,2000-12-10 10:42:55.553,NULL,0.00,0.00,  
6633,CHEN,FQJYSIZHBLUDOP, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.553,2000-12-10 10:42:55.553,NULL,0.00,0.00,  
6634,DORR,XPEJPFGDPVUWDW, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.563,2000-12-10 10:42:55.563,436,0.00,0.00,  
6635,EFLIN,KQNBLR, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.563,2000-12-10 10:42:55.563,NULL,0.00,0.00,  
6636,FLORINI,HTGOJUJKQXHQPR, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.573,2000-12-10 10:42:55.573,NULL,0.00,0.00,  
6637,GOHAN,GSTTSXBFEZUDUG, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.583,2000-12-10 10:42:55.583,194,0.00,0.00,  
6638,HAHN,CYDILSUEPFYNYH, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.583,2000-12-10 10:42:55.583,NULL,0.00,0.00,  
6639,INFANTE,TBNGEF, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.593,2000-12-10 10:42:55.593,NULL,0.00,0.00,  
6640,JONES,QTGU, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.593,2000-12-10 10:42:55.593,NULL,0.00,0.00,  
6641,KAHRMANN,HGQZMPYRLVGBLR, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.593,2000-12-10 10:42:55.593,NULL,0.00,0.00,  
6642,LING,KFOVUTVAL, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.603,2000-12-10 10:42:55.603,NULL,0.00,0.00,  
6643,MAKAI,QXHKRRPXETPJKH, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.603,2000-12-10 10:42:55.603,NULL,0.00,0.00,  
6644,NELSON,JSJUZBMQVTSQEM, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.613,2000-12-10 10:42:55.613,NULL,0.00,0.00,  
6645,OLPHANT,LJOO, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.613,2000-12-10 10:42:55.613,NULL,0.00,0.00,  
6646,PAYNTER,NTLQPXIBZ, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.623,2000-12-10 10:42:55.623,NULL,0.00,0.00,  
6647,QUINT,LBABIBTLUKDAE, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.643,2000-12-10 10:42:55.643,NULL,0.00,0.00,  
6648,RYAN,EPCDXQDMWSP, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.643,2000-12-10 10:42:55.643,NULL,0.00,0.00,  
6649,STEIN,CKJBKRYE, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.653,2000-12-10 10:42:55.653,NULL,0.00,0.00,  
6650,TOLSKY,UUZWSFYXYNDBCP, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.653,2000-12-10 10:42:55.653,NULL,0.00,0.00,  
6651,UNAKLET,JGQETNKOCMF, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.663,2000-12-10 10:42:55.663,NULL,0.00,0.00,  
6652,VANN,FCGEYMNNJIVGFY, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.663,2000-12-10 10:42:55.663,NULL,0.00,0.00,  
6653,WOLFMULE,UQEUOEKTAWZPCL, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.673,2000-12-10 10:42:55.673,NULL,0.00,0.00,  
6654,XAVIER,IKKHFXQIBZMMJN, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.673,2000-12-10 10:42:55.673,NULL,0.00,0.00,  
6655,YEONG,KQHFRL, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.683,2000-12-10 10:42:55.683,375,0.00,0.00,  
6656,ZUCKER,WUMXDJCMQRIFWL, , , ,  ,  ,          , ,1999-10-13 10:42:55.683,2000-12-10 10:42:55.683,NULL,0.00,0.00,  
6657,ANDERSON,NJLJVGVHQYLPXX, , , ,  ,  ,          , ,1999-10-13 10:42:55.913,2000-12-10 10:42:55.913,NULL,0.00,0.00,  
6658,BARR,QCASQWOLCTWS, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.913,2000-12-10 10:42:55.913,NULL,0.00,0.00,  
6659,CHEN,HDXIMH, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.923,2000-12-10 10:42:55.923,NULL,0.00,0.00,  
6660,DORR,GHZOJCJFBBMLVG, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.923,2000-12-10 10:42:55.923,NULL,0.00,0.00,  
6661,EFLIN,ASDM, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.933,2000-12-10 10:42:55.933,NULL,0.00,0.00,  
6662,FLORINI,FPHBKB, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.933,2000-12-10 10:42:55.933,427,0.00,0.00,  
6663,GOHAN,EPYIPKUAIMFCDT, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.933,2000-12-10 10:42:55.933,NULL,0.00,0.00,  
6664,HAHN,FSXPJD, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.943,2000-12-10 10:42:55.943,NULL,0.00,0.00,  
6665,INFANTE,BTOMWBKF, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.943,2000-12-10 10:42:55.943,NULL,0.00,0.00,  
6666,JONES,CFVRUTJSSLON, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.953,2000-12-10 10:42:55.953,NULL,0.00,0.00,  
6667,KAHRMANN,DGQLGJRVBLDPLA, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.953,2000-12-10 10:42:55.953,NULL,0.00,0.00,  
6668,LING,ERJWQNFHYOMDDR, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.963,2000-12-10 10:42:55.963,NULL,0.00,0.00,  
6669,MAKAI,QKSMQSTOJPWAV, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.963,2000-12-10 10:42:55.963,NULL,0.00,0.00,  
6670,NELSON,DFDZYFGCXTSWJO, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.973,2000-12-10 10:42:55.973,NULL,0.00,0.00,  
6671,OLPHANT,RZBLPLQHUQOSKH, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.973,2000-12-10 10:42:55.973,NULL,0.00,0.00,  
6672,PAYNTER,RMGGN, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.983,2000-12-10 10:42:55.983,NULL,0.00,0.00,  
6673,QUINT,QXIJEBUGMCIPMP, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.983,2000-12-10 10:42:55.983,NULL,0.00,0.00,  
6674,RYAN,ZZFNLJDLLMCCPI, , , ,  ,  ,          ,             ,1999-10-13 10:42:55.993,2000-12-10 10:42:55.993,NULL,0.00,0.00,  
6675,STEIN,SMTECMBEDEBZWP, , , ,  ,  ,          ,             ,1999-10-13 10:42:56.003,2000-12-10 10:42:56.003,NULL,0.00,0.00,  
6676,TOLSKY,NVBYMNJSFFGBCI, , , ,  ,  ,          ,             ,1999-10-13 10:42:56.003,2000-12-10 10:42:56.003,NULL,0.00,0.00,  
6677,UNAKLET,QOGNWBZEYVLTQR, , , ,  ,  ,          ,             ,1999-10-13 10:42:56.013,2000-12-10 10:42:56.013,438,0.00,0.00,  
6678,VANN,UVIETAH, , , ,  ,  ,          ,             ,1999-10-13 10:42:56.013,2000-12-10 10:42:56.013,NULL,0.00,0.00,  
6679,WOLFMULE,XNONVLIIFHWYHH, , , ,  ,  ,          ,             ,1999-10-13 10:42:56.013,2000-12-10 10:42:56.013,NULL,0.00,0.00,  
6680,XAVIER,DRCHBHIRQXIJOD, , , ,  ,  ,          ,             ,1999-10-13 10:42:56.023,2000-12-10 10:42:56.023,NULL,0.00,0.00,  
6681,YEONG,KGTU, , , ,  ,  ,          ,             ,1999-10-13 10:42:56.023,2000-12-10 10:42:56.023,NULL,0.00,0.00,  
6682,ZUCKER,YBEMQFCLRUMELX, , , ,  ,  ,          ,             ,1999-10-13 10:42:56.033,2000-12-10 10:42:56.033,NULL,0.00,0.00,  
6683,ANDERSON,USXSQUKMO, , , ,  ,  ,          ,             ,1999-10-13 10:42:56.233,2000-12-10 10:42:56.233,NULL,0.00,0.00,  
6684,BARR,QMWK, , , ,  ,  ,          ,             ,1999-10-13 10:42:56.233,2000-12-10 10:42:56.233,NULL,0.00,0.00,  
6685,CHEN,JLCOVUKHHAOFHC, , , ,  ,  ,          ,             ,1999-10-13 10:42:56.243,2000-12-10 10:42:56.243,420,0.00,0.00,  
6686,DORR,HAPLVLGBLDOHTK, , , ,  ,  ,          ,             ,1999-10-13 10:42:56.243,2000-12-10 10:42:56.243,NULL,0.00,0.00,  
6687,EFLIN,SERNCROZUQSWA, , , ,  ,  ,          ,             ,1999-10-13 10:42:56.253,2000-12-10 10:42:56.253,NULL,0.00,0.00,  
6688,FLORINI,XTZLTCQNUXKLTC, , , ,  ,  ,          ,             ,1999-10-13 10:42:56.253,2000-12-10 10:42:56.253,NULL,0.00,0.00,  
6689,GOHAN,FKRP, , , ,  ,  ,          ,             ,1999-10-13 10:42:56.263,2000-12-10 10:42:56.263,NULL,0.00,0.00,  
